dialogue_id,turn,text,role,topic,intent,sentiment,urgency,client_persona,operator_style
349,1,"Привет, бро, не получается привязать новую кату для оплаты. как так воообще.",client,payment,payment_issue,neutral,4,"Макс, 20 лет (нетерпеливый, сленговый)",
349,2,"Добрый день. По делу: какая сумма списалась, совпадает ли она со стоимостью заказа?",operator,payment,response,neutral,3,,оператор (деловой)
349,3,"Пробовал и через приложение, и через сайт — результат одинаковый!",client,payment,response,neutral,2,"Макс, 20 лет (нетерпеливый, сленговый)",
349,4,"Оплата прошла успешно, просто статус обновился с задержкой. Обращение зарегистрировано под номером 184439.",operator,payment,response,neutral,1,,оператор (деловой)
350,1,"Привет! Сейчас разберёмся 🙂 уточните способ оплаты — картой, через СБП или иначе? Обращение зарегистрировано под номером 896023.",operator,payment,payment_issue,neutral,4,,оператор (дружелюбный)
350,2,Сын подсказал написать вам: деньги списалсь дважды за один и тот же заказ.,client,payment,response,negative,5,"Валерий, 52 лет (растерянный новичок в технике)",
350,3,"Не переживайте, когда именно произошло списание — сегодня или раньше?",operator,payment,response,neutral,4,,оператор (дружелюбный)
350,4,"Хорошо, пнояла, буду ждать, номер заказа 64645.",client,payment,acknowledgment,neutral,3,"Валерий, 52 лет (растерянный новичок в технике)",
351,1,"Привет, слушайте, денгьи списались дважды за один и тот же заказ. Уже нервы на пределе.",client,payment,payment_issue,neutral,4,"Дмитрий, 34 лет (уставший, раздражённый)",
351,2,Привет! Попробуйте повторить оплату через несколько минут или другим способом.,operator,payment,response,neutral,3,,оператор (дружелюбный)
352,1,"Деточка, с картты списали деньги, а заказ так и не оформился. Внучка обычно помогает, а её сейчас нет рядом!",client,payment,payment_issue,neutral,5,"Валентина Ивановна, 67 лет (растерянная, вежливая)",
352,2,Добрый день. Когда именно произошло списание — сегодня или раньше?,operator,payment,response,neutral,4,,оператор (деловой)
352,3,"Деточка, сумма списания 399 рублей, заказ на меньшую сумму. Внучка обычно помогает, а её сейчас нет рядом, номер заказа 74153.",client,payment,response,neutral,3,"Валентина Ивановна, 67 лет (растерянная, вежливая)",
353,1,"Слушайте, через сколько дней ждать зачисления?",client,payment,ask_timing,neutral,3,"Дмитрий, 34 лет (уставший, раздражённый)",
353,2,"Здравствуйте! Понимаю, как это неприятно. Списание отменено, деньги вернутся на счёт в течение суток. (тикет №483745)",operator,payment,response,neutral,2,,оператор (заботливый)
354,1,"Раньше такого безобразия не было, хочу понять, почему с меня списали больше, чем указано в заказе. В наше время такого бардака не было!",client,payment,payment_issue,neutral,4,"Николай Петрович, 64 лет (ворчливый, недовольный)",
354,2,"Здравствуйте! Скажите, пожалуйста, появляется ли какая-то ошибка при оплате?",operator,payment,response,neutral,3,,оператор (формальный)
354,3,"Опять двадцать пять, карта та же, что и всегда, раньше проблем не быол. В наше время такого бардака не было!",client,payment,response,neutral,2,"Николай Петрович, 64 лет (ворчливый, недовольный)",
354,4,"Благодарю за обращение. Оплата прошла успешно, просто статус обновился с задержкой. Если возникнут вопросы — пишите.",operator,payment,response,positive,1,,оператор (формальный)
355,1,"Как обычно, у меня не проходит оплата картой, уже пробовал несколько раз.",client,payment,payment_issue,negative,4,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
355,2,"Уточните, пожалуйста, номер заказа для проверки платежа?",operator,payment,response,neutral,3,,оператор (формальный)
355,3,"Внезапно (нет), оплачивал с телефона Samsung Galaxy A54, если это важно (заказ №994595)! 🙂",client,payment,response,neutral,2,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
356,1,Здрасте! С какого устройства оформлялась оплата — с телефона или компьютера? Номер обращения: 519710.,operator,payment,payment_issue,neutral,4,,оператор (дружелюбный)
356,2,Это уже недопустимо. не получается привязать новую карту для оплаты!,client,payment,response,negative,5,"Кристина, 33 лет (резкая, требовательная)",
356,3,"Сейчас разберёмся 🙂 какая сумма списалась, совпадает ли она со стоимостью заказа? (тикет №930235)",operator,payment,response,positive,4,,оператор (дружелюбный)
356,4,"Ладно, тогда подожду, если нужно — заказ 979189!",client,payment,acknowledgment,neutral,3,"Кристина, 33 лет (резкая, требовательная)",
357,1,"Привет, система пишет ошибку оплаты, но банк подтверждает списание 🙏",client,payment,payment_issue,negative,5,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
357,2,"По делу: подскажите номер телефона, привязанный к заказу, я проверю транзакции?",operator,payment,response,neutral,4,,оператор (деловой)
357,3,Код ошибки такой: TIMEOUT_509. Пишу поа малыш спит 💛.,client,payment,response,neutral,3,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
358,1,"Как обычно, оплата отклоняется, хотя на счету достаточно средств (заказ №872522)!",client,payment,payment_issue,neutral,5,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
358,2,"Уточните способ оплаты — картой, через СБП или иначе? (тикет №600255)",operator,payment,response,neutral,4,,оператор (деловой)
358,3,"Внезапно (нет), в приложении банка вжиу списание, а у вас статус ""не оплачено"" (заказ №260118).",client,payment,response,neutral,3,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
359,1,"А можно вопрос, оплатли заказ, а в приложении статус так и не обновился. Помогите пожалуйста, очнь надо!",client,payment,payment_issue,negative,3,"Аня, 21 лет (эмоциональная, тревожная)",
359,2,Здравствуйте! Видите ли вы это списание в приложении банка прямо сейчас? (тикет №615458),operator,payment,response,neutral,2,,оператор (формальный)
359,3,"А можно вопрос, пишет, что операция отклонена, хотя деньги на катре есть!",client,payment,response,neutral,1,"Аня, 21 лет (эмоциональная, тревожная)",
360,1,"Добрый день, деньги ушли, а чек об оплате не пришёл.",client,payment,payment_issue,negative,3,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
360,2,"Благодарю за обращение. Какая сумма списалась, совпадает ли она со стоимостью заказа? Обращение зарегистрировано под номером 665554.",operator,payment,response,neutral,2,,оператор (формальный)
360,3,"Прошу прощения за беспокойство, ошибка появляется прямо на этапе подтверждения оплаты.",client,payment,response,neutral,1,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
361,1,"Добрый день, Срочно: оплата через СБП не проходит уже второй день, если нужно — заказ 653914.",client,payment,payment_issue,neutral,3,"Кристина, 33 лет (резкая, требовательная)",
361,2,С какого устройства оформлялась оплата — с телефона или компьютера?,operator,payment,response,neutral,2,,оператор (формальный)
361,3,"Ясно, спс за ответ. Инае буду писать жалобу.",client,payment,gratitude,positive,1,"Кристина, 33 лет (резкая, требовательная)",
361,4,"Благодарю за обращение. Оформил возврат излишне списанной суммы, ждите зачисления банком. (тикет №816909)",operator,payment,response,neutral,1,,оператор (формальный)
362,1,"Деточка, система пишет ошибку оплаты, но банк подтверждает списние.",client,payment,payment_issue,neutral,3,"Валентина Ивановна, 67 лет (растерянная, вежливая)",
362,2,Здравствуйте! Когда именно произошло списание — сегодня или раньше?,operator,payment,response,positive,2,,оператор (формальный)
362,3,"Ой, простите за беспокойство, отлично, спасибо за оперативность, номер заказа 561886...",client,payment,gratitude,positive,1,"Валентина Ивановна, 67 лет (растерянная, вежливая)",
363,1,Не могли бы вы подсказать: как быстро обычно рассматривают такие заявки. Буду признателен за скорый ответ.,client,payment,ask_timing,neutral,5,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
363,2,"Добрый день. Заявка на возврат отправлена в банк, дальше решение за ними. Обращайтесь, если что-то ещё понадобится.",operator,payment,response,neutral,4,,оператор (деловой)
364,1,"Прошу прощения за беспокойство, сколько времени займёт решение вопроса. Заранее благодарен за содействие.",client,payment,ask_timing,neutral,5,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
364,2,"Здравствуйте! Сочувствую, сейчас поможем. Подскажите номер телефона, привязанный к заказу, я проверю транзакции? Номер обращения: 632681.",operator,payment,response,neutral,4,,оператор (заботливый)
364,3,"Оплачивал с телефона Pixel 7, если это важно. Буду признателен за скорый ответ.",client,payment,response,neutral,3,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
365,1,"Здрасте, ой, оплата отклоняется, хотя на счету достаточно средств. Помогите пожалуйста, очень надо!! 😅",client,payment,payment_issue,negative,5,"Аня, 21 лет (эмоциональная, тревожная)",
365,2,"Здрасте! Сейчас разберёмся 🙂 проверил транзакцию — всё в порядке, заказ оплачен корректно. Если возникнут вопросы — пишите. (тикет №596749)",operator,payment,response,neutral,4,,оператор (дружелюбный)
366,1,"Добрый день! Уточните способ оплаты — картой, через СБП или иначе?",operator,payment,payment_issue,neutral,2,,оператор (заботливый)
366,2,Деньги списались дважды за один и тот же заказ.,client,payment,response,neutral,3,"Марина, 44 лет (спокойная, доброжелательная)",
366,3,"Сочувствую, сейчас поможем. Видите ли вы это списание в приложении банка прямо сейчас?",operator,payment,response,neutral,2,,оператор (заботливый)
366,4,"Подскажите, пожалуйста: понял, ждём.",client,payment,acknowledgment,neutral,1,"Марина, 44 лет (спокойная, доброжелательная)",
367,1,"Приветствую! Уточните, пожалуйста, номер заказа для проверки платежа?",operator,payment,payment_issue,neutral,4,,оператор (дружелюбный)
367,2,"Добрый день, К делу: с карты списали деньги, а заказ так и не оформился.",client,payment,response,neutral,5,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
367,3,"Скажите, пожалуйста, появляется ли какая-то ошибка при оплате?",operator,payment,response,neutral,4,,оператор (дружелюбный)
367,4,"Добрый день. спасибо, вопрос решён. Времени на это у меня немного.",client,payment,gratitude,positive,3,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
368,1,"Меня это очень беспокоит, у меня не проходит оплата картой, уже пробовал несколько раз. Простите за настойчивость, просто переживаю (заказ №759977)!",client,payment,payment_issue,neutral,5,"Олег, 46 лет (тревожный, дотошный)",
368,2,С какого устройства оформлялась оплата — с телефона или компьютера? Номер обращения: 281326.,operator,payment,response,positive,4,,оператор (формальный)
368,3,"Не хочу показаться навязчивым, но сумма списания 1250 рублей, заказ на меньшую сумму. Простите за настойчивость, просто переживаю.",client,payment,response,neutral,3,"Олег, 46 лет (тревожный, дотошный)",
368,4,"Перевыпустил ссылку на оплату, попробуйте по ней.",operator,payment,response,neutral,1,,оператор (формальный)
369,1,"Добырй деннь, чел, оплата через СБП не проходит уже второй день.",client,payment,payment_issue,neutral,5,"Макс, 20 лет (нетерпеливый, сленговый)",
369,2,"Добрый день! Благодарю за обращение. Уточните, пожалуйста, номер заказа для проверки платежа?",operator,payment,response,neutral,4,,оператор (формальный)
369,3,"Чел, благодарю, выручили. это вообще норм? 🙏",client,payment,gratitude,positive,3,"Макс, 20 лет (нетерпеливый, сленговый)",
369,4,"Вижу двойное списание, вторая операция будет отменена автоматически. Хорошего дня!",operator,payment,response,neutral,1,,оператор (формальный)
370,1,"Коллеги, оплатил заказ, а в приложении статус так и не обновился.",client,payment,payment_issue,neutral,3,"Сергей, 29 лет (спокойный, технически подкованный)",
370,2,Видите ли вы это списание в приложении банка прямо сейчас?,operator,payment,response,positive,2,,оператор (формальный)
370,3,"Пишет, что операция отклонена, хотя деньги на карте есть. Логи готов приложить, если нужно.",client,payment,response,neutral,1,"Сергей, 29 лет (спокойный, технически подкованный)",
371,1,"Хочу понять, почемму с меня списали больше, чем указано в заказе.",client,payment,payment_issue,negative,4,"Олег, 46 лет (тревожный, дотошный)",
371,2,"Здравствуйте! Благодарю за обращение. Подскажите номер телефона, привязанный к заказу, я проверю транзакции?",operator,payment,response,neutral,3,,оператор (формальный)
371,3,"Меня это очень беспокоит, ясно, спс за ответ. Простите за настойчивость, просто переживаю, если нужно — закказ 480051.",client,payment,gratitude,positive,2,"Олег, 46 лет (тревожный, дотошный)",
371,4,Благодарю за обращение. Попробуйте повторить оплату через несколько минут или другим способом. Спасибо за терпение!,operator,payment,response,neutral,1,,оператор (формальный)
372,1,"Здравствуйте, Добрый день! деньги ушли, а чек об оплате не пришёл. Спасибо, что разбираетесь.",client,payment,payment_issue,neutral,4,"Марина, 44 лет (спокойная, доброжелательная)",
372,2,"Здравствуйте! Скажите, пожалуйста, появляется ли какая-то ошибка при оплате?",operator,payment,response,neutral,3,,оператор (заботливый)
372,3,"Подскажите, пожалуйста: код ошибки такой: ERR_402.",client,payment,response,neutral,2,"Марина, 44 лет (спокойная, доброжелательная)",
373,1,"Привет, не получается привзяать новую карту для оплаты 🙏",client,payment,payment_issue,neutral,3,"Макс, 20 лет (нетерпеливый, сленговый)",
373,2,Здравствуйте! Благодарю за обращение. Когда именно произошло списание — сегодня или раньше? (тикет №997358),operator,payment,response,positive,2,,оператор (формальный)
373,3,"Бро, в приложении банка вижу списание, а у вас статус ""не оплачено"". как так вообще 😅",client,payment,response,neutral,1,"Макс, 20 лет (нетерпеливый, сленговый)",
373,4,"Благодарю за обращение. Деньги придут в течение суток, чек продублирую на почту. Приятно было помочь. (тикет №825681)",operator,payment,response,neutral,1,,оператор (формальный)
374,1,"Здравствуйте, не хоочу показаться навязчивым, но когда можно ожидать ответ по моему обращению. Надеюсь, всё решаемо.",client,payment,ask_timing,neutral,5,"Олег, 46 лет (тревожный, дотошный)",
374,2,"Здрасте! Какая сумма списалась, совпадает ли она со стоимостью заказа? Обращение зарегистрировано под номером 398737.",operator,payment,response,neutral,4,,оператор (дружелюбный)
374,3,"Не хочу показаться навязчивым, но карта та же, что и всегда, раньше проблем не было. Надеюсь, всё решаемо.",client,payment,response,neutral,3,"Олег, 46 лет (тревожный, дотошный)",
375,1,"Добрый день. подскажите, сколько обычно ждать возврат средств?",client,payment,ask_timing,neutral,5,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
375,2,Добрый день. Средства вернутся на карту в течение 3–5 рабочих дней. Номер обращения: 401533.,operator,payment,response,neutral,4,,оператор (деловой)
376,1,"Ну красота просто, не получается привязать новую карту для оплаты. Ну хоть посмеялся, и то дело.",client,payment,payment_issue,negative,3,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
376,2,"Добрый день! Уточните способ оплаты — картой, через СБП или иначе? Обращение зарегистрировано под номером 665277.",operator,payment,response,positive,2,,оператор (заботливый)
376,3,"Ну красота просто, спасибо, что разобрались так быстро. Ждём-с.",client,payment,gratitude,positive,1,"Артём, 27 лет (ироничный, сдержанно-саркастичный)",
376,4,"Исправил данные по заказу, повторное списание больше не потребуется. Спасибо за терпение!",operator,payment,response,neutral,1,,оператор (заботливый)
377,1,"Хочу поняьт, почему с меня списали больеш, чем указано в заказе...",client,payment,payment_issue,neutral,4,"Валерий, 52 лет (растерянный новичок в технике)",
377,2,"Здравствуйте! Благодарю за обращение. Проблема на стороне платёжной системы, уже сообщил техподдержке.",operator,payment,response,neutral,3,,оператор (формальный)
378,1,"Дбрый день, простите что беспокоою, когда примерно вернут деньги. Очень переживаю из-за этого!!",client,payment,ask_timing,neutral,4,"Аня, 21 лет (эмоциональная, тревожная)",
378,2,Добрый день! Видите ли вы это списание в приложении банка прямо сейчас? Обращение зарегистрировано под номером 949214.,operator,payment,response,neutral,3,,оператор (формальный)
378,3,"Ой, пробовал и через приложение, и через сайт — результат одинаковый. Очень переживаю из-за этого!...",client,payment,response,neutral,2,"Аня, 21 лет (эмоциональная, тревожная)",
378,4,"Благодарю за обращение. Деньги придут в течение суток, чек продублирую на почту. Если возникнут вопросы — пишите. Номер обращения: 269171.",operator,payment,response,positive,1,,оператор (формальный)
379,1,"Не хочу показаться навязчивым, но деньги ушли, а чек об оплате не пришёл. Надеюсь, всё решаемо (заказ №430522).",client,payment,payment_issue,negative,3,"Олег, 46 лет (тревожный, дотошный)",
379,2,"Добрый день! Благодарю за обращение. Какая сумма списалась, совпадает ли она со стоимостью заказа?",operator,payment,response,neutral,2,,оператор (формальный)
379,3,"Не хочу показаться навязчивым, но ошибка появляется прямо на этапе подтверждения оплаты. Ндеюсь, всё решаемо, если нужно — заказ 240272.",client,payment,response,neutral,1,"Олег, 46 лет (тревожный, дотошный)",
379,4,Попробуйте повторить оплату через несколько минут или другим способом.,operator,payment,response,neutral,1,,оператор (формальный)
380,1,"Будьте добры, система пишет ошибку оплаты, но банк подтверждает списание. Заранее благодарен за содействие, номер заказа 316105.",client,payment,payment_issue,neutral,5,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
380,2,"Привет! Не переживайте, скажите, пожалуйста, появляется ли какая-то ошибка при оплате?",operator,payment,response,neutral,4,,оператор (дружелюбный)
380,3,"Будьте добры, карта та же, что и всегда, раньше проблем не было. Буду признателен за скорый ответ, если нужно — заказ 488755.",client,payment,response,neutral,3,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
380,4,"Списание отменено, деньги вернутся на счёт в течение суток. Номер обращения: 324580.",operator,payment,response,positive,1,,оператор (дружелюбный)
381,1,"Добрый день, простите, дописыавю на бегу, деньги списались дважды за один и тот же заказ.",client,payment,payment_issue,neutral,4,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
381,2,"Здравствуйте! Уточните способ оплаты — картой, через СБП или иначе? (тикет №258003)",operator,payment,response,positive,3,,оператор (заботливый)
381,3,"Извините, ребёнок плачет, отвлеклась, ошибка появляется прямо на этапе подтверждения оплаты. Извините, если что-то путано объяснила...",client,payment,response,neutral,2,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
381,4,"Оплата прошла успешно, просто статус обновился с задержкой.",operator,payment,response,neutral,1,,оператор (заботливый)
382,1,"Здрасте, оплата отклоняется, хотя на счету достаточно средств, если нужно — заказ 49359.",client,payment,payment_issue,negative,3,"Олег, 46 лет (тревожный, дотошный)",
382,2,"Здравствуйте! Исправил данные по заказу, повторное списание больше не потребуется! Приятно было помочь. Номер обращения: 935396.",operator,payment,response,neutral,2,,оператор (формальный)
383,1,"Меня это очень беспокоит, оплата через СБП не прроходит уже второй день. Простите за настойчивость, просто переживаю.",client,payment,payment_issue,neutral,5,"Олег, 46 лет (тревожный, дотошный)",
383,2,Привет! Сейчас разберёмся 🙂 с какого устройства оформлялась оплата — с телефона или компьютера?,operator,payment,response,neutral,4,,оператор (дружелюбный)
383,3,"Пробовал и через приложение, и через сайт — результат одинаковый.",client,payment,response,neutral,3,"Олег, 46 лет (тревожный, дотошный)",
383,4,"Проверил транзакцию — всё в порядке, заказ оплачен корректно. Спасибо за терпение!",operator,payment,response,neutral,1,,оператор (дружелюбный)
384,1,"Здравствуйте, простите, дописываю на бегу, у меня не проходит оплата картой, уже пробовал несколько раз.",client,payment,payment_issue,neutral,5,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
384,2,"Добрый день. По делу: подскажите номер телефона, привязанный к заказу, я проверю транзакции?",operator,payment,response,neutral,4,,оператор (деловой)
384,3,"Простите, дописываю на бегу, поняла, сасибо огромное.",client,payment,gratitude,positive,3,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
384,4,"По делу: вижу двойное списание, вторая операция будет отменена автоматически. Если возникнут вопросы — пишите. (тикет №850772)",operator,payment,response,neutral,1,,оператор (деловой)
385,1,"Раньше такого безобразия не было, с карты списали деньги, а заказ так и не оформился, если нужно — закказ 883134...",client,payment,payment_issue,negative,4,"Николай Петрович, 64 лет (ворчливый, недовольный)",
385,2,По делу: когда именно произошло списание — сегодня или раньше?,operator,payment,response,neutral,3,,оператор (деловой)
385,3,"Опять двадцать пять, сумма списания 399 рублей, заказ на меньшую сумму.",client,payment,response,neutral,2,"Николай Петрович, 64 лет (ворчливый, недовольный)",
385,4,"По делу: заявка на возврат отправлена в банк, дальше решение за ними.",operator,payment,response,neutral,1,,оператор (деловой)
386,1,"Это уже недопустимо. оплатил заказ, а в приложении статус так и не обновился.",client,payment,payment_issue,neutral,4,"Кристина, 33 лет (резкая, требовательная)",
386,2,"Добрый день! Уточните, пожалуйста, номер заказа для проверки платежа? Обращение зарегистрировано под номером 603175.",operator,payment,response,positive,3,,оператор (заботливый)
386,3,"Это уже недопустимо. спасибо, вопрос решён. Иначе буду писать жаллобу.",client,payment,gratitude,positive,2,"Кристина, 33 лет (резкая, требовательная)",
386,4,Средства вернутся на карту в течение 3–5 рабочих дней. Приятно было помочь.,operator,payment,response,neutral,1,,оператор (заботливый)
387,1,"Будьте добры, оплата отклоняется, хотя на счету достаточно средств.",client,payment,payment_issue,negative,4,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
387,2,"Добрый день! Благодарю за обращение. Подскажите номер телефона, привязанный к заказу, я проверю транзакции?",operator,payment,response,neutral,3,,оператор (формальный)
387,3,"В приложении банка вижу списание, а у вас статус ""не оплачено"". Заранее благодарен за содействие.",client,payment,response,neutral,2,"Александр Петрович, 57 лет (интеллигентный, уважительный)",
387,4,"Благодарю за обращение. Перевыпустил ссылку на оплату, попробуйте по ней.",operator,payment,response,positive,1,,оператор (формальный)
388,1,"Здрасте! Уточните способ оплаты — картой, через СБП или иначе?",operator,payment,payment_issue,neutral,4,,оператор (дружелюбный)
388,2,"Здравствуйте, оплата через СБП не проходит уже второй день. Извините, если что-то путано объяснила! 🙏",client,payment,response,neutral,5,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
388,3,"Не переживайте, скажите, пожалуйста, появляется ли какая-то ошибка при оплате? (тикет №511145)",operator,payment,response,positive,4,,оператор (дружелюбный)
388,4,"Извините, ребёнок плачет, отвлеклась, окей, буду следить за статусом.",client,payment,acknowledgment,neutral,3,"Юлия, 31 лет (отвлекающаяся, но доброжелательная)",
389,1,"Оплатил заказ, а в приложении статус так и не обновился.",client,payment,payment_issue,neutral,4,"Николай Петрович, 64 лет (ворчливый, недовольный)",
389,2,Добрый день. По делу: когда именно произошло списание — сегодня или раньше? (тикет №588655),operator,payment,response,neutral,3,,оператор (деловой)
389,3,"Пишет, что операция отклонена, хотя деньги на карте есть.",client,payment,response,neutral,2,"Николай Петрович, 64 лет (ворчливый, недовольный)",
390,1,Это уже недопустимо. деньги списались дважды за один и тот же заказ!,client,payment,payment_issue,neutral,4,"Кристина, 33 лет (резкая, требовательная)",
390,2,Привет! Видите ли вы это списание в приложении банка прямо сейчас?,operator,payment,response,neutral,3,,оператор (дружелюбный)
390,3,Это уже недопустимо. код ошибки такой: ERR_CARD_LIMIT. Жду решения в ближайшее время.,client,payment,response,neutral,2,"Кристина, 33 лет (резкая, требовательная)",
391,1,Добрый день. С какого устройства оформлялась оплата — с телефона или компьютера? Номер обращения: 272774.,operator,payment,payment_issue,neutral,2,,оператор (деловой)
391,2,"Чел, система пишет ошибку оплаты, но банк подтверждает списание.",client,payment,response,neutral,3,"Макс, 20 лет (нетерпеливый, сленговый)",
391,3,"Оформил возврат излишне списанной суммы, ждите зачисления банком. Обращение зарегистрировано под номером 407051.",operator,payment,response,neutral,2,,оператор (деловой)
392,1,"Добрый день, опять двадцать пять, с карты списали деньги, а заказ так и не оформиля!",client,payment,payment_issue,negative,3,"Николай Петрович, 64 лет (ворчливый, недовольный)",
392,2,"Добрый день! Понимаю, как это неприятно. Уточните, пожалуйста, номер заказа для проверки платежа? Номер обращения: 851255.",operator,payment,response,positive,2,,оператор (заботливый)
392,3,"Раньше такого безобразия не было, хорошо, спасибо за ответ, номер заказа 725463.",client,payment,gratitude,positive,1,"Николай Петрович, 64 лет (ворчливый, недовольный)",
393,1,"Здравствуйте, деточка, у меня не проходит оплата картй, уже пробовал несколько раз...",client,payment,payment_issue,neutral,3,"Валентина Ивановна, 67 лет (растерянная, вежливая)",
393,2,"Добрый день! Понимаю, как это неприятно. Какая сумма списалась, совпадает ли она со стоимостью заказа?",operator,payment,response,neutral,2,,оператор (заботливый)
393,3,"Сынок, понял, спасибо за помощь. Внучка обычно помогает, а её сейчас нет рядом...",client,payment,gratitude,positive,1,"Валентина Ивановна, 67 лет (растерянная, вежливая)",
393,4,"Понимаю, как это неприятно. Проблема на стороне платёжной системы, уже сообщил техподдержке. Приятно было помочь.",operator,payment,response,neutral,1,,оператор (заботливый)
394,1,"Привет, хочу понять, почему с меня списали больше, чем указано в заказе.",client,payment,payment_issue,negative,4,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
394,2,Здравствуйте! С какого устройства оформлялась оплата — с телефона или компьютера?,operator,payment,response,neutral,3,,оператор (формальный)
394,3,"Оплачивал с телефона iPhone 13, если это важно. Прошу решить оперативно.",client,payment,response,neutral,2,"Ирина Сергеевна, 39 лет (деловая, лаконичная)",
394,4,"Деньги придут в течение суток, чек продублирую на почту. Приятно было помочь. Номер обращения: 151274.",operator,payment,response,positive,1,,оператор (формальный)
395,1,"Деньги ушли, а чек об оплате не пришёл.",client,payment,payment_issue,negative,3,"Сергей, 29 лет (спокойный, технически подкованный)",
395,2,Когда именно произошло списание — сегодня или раньше? Обращение зарегистрировано под номером 500859.,operator,payment,response,positive,2,,оператор (деловой)
395,3,Код ошибки такой: ERR_CARD_LIMIT. Могу описать шаги воспроизведения.,client,payment,response,neutral,1,"Сергей, 29 лет (спокойный, технически подкованный)",
395,4,Средства вернутся на карту в течение 3–5 рабочих дней. Хорошего дня! Обращение зарегистрировано под номером 449018.,operator,payment,response,neutral,1,,оператор (деловой)
396,1,"Не получается привязать новую карту для оплаты. Спасибо, что разбираетесь.",client,payment,payment_issue,neutral,4,"Марина, 44 лет (спокойная, доброжелательная)",
396,2,"Добрый день! Благодарю за обращение. Какая сумма списалась, совпадает ли она со стоимостью заказа?",operator,payment,response,neutral,3,,оператор (формальный)
396,3,"Сумма списания 1990 рублей, заказ на меньшую сумму. Спасибо, что разбираетесь.",client,payment,response,neutral,2,"Марина, 44 лет (спокойная, доброжелательная)",
396,4,"Проверил транзакцию — всё в порядке, заказ оплачен корректно. Если возникнут вопросы — пишите.",operator,payment,response,neutral,1,,оператор (формальный)
397,1,"Сын подсказал написать вам: деньги ушли, а чек об оплате не пршиёл.",client,payment,payment_issue,negative,3,"Валерий, 52 лет (растерянный новичок в технике)",
397,2,"Добрый день. Скажите, пожалуйста, появляется ли какая-то ошибка при оплате?",operator,payment,response,neutral,2,,оператор (деловой)
397,3,"Я тут не сильно разбираюсь, но карта та же, что и всегда, ранье пробем не было. Объясните, пожалуйста, попроще, если нужно — заказ 342099.",client,payment,response,neutral,1,"Валерий, 52 лет (растерянный новичок в технике)",
397,4,"По делу: оплата прошла успешно, просто статус обновился с задержкой.",operator,payment,response,neutral,1,,оператор (деловой)
398,1,"Привет, сколько времени зймёт решение вопроса. Совсем распустились.",client,payment,ask_timing,neutral,5,"Николай Петрович, 64 лет (ворчливый, недовольный)",
398,2,"Подскажите номер телефона, привязанный к заказу, я проверю транзакции?",operator,payment,response,neutral,4,,оператор (формальный)
